set Generators :=
10034_G_GEN1 10034_G_GEN2 10156_G_GEN2 10156_G_GEN4 10175_G_0799 10213_G_GEN1 10213_G_GEN2 10213_G_GEN5 10213_G_GEN6 10213_G_GEN7 10213_G_GEN8 10294_G_GTG 10294_G_STG 10342_G_TG1 10342_G_TG2 10342_G_TG3 10405_G_GEN1 10405_G_GEN2 10479_G_T101 10479_G_T102 10479_G_T103 10480_G_GEN1 10480_G_GEN2 10481_G_1 10481_G_2 10481_G_3 10623_G_GEN1 10623_G_GEN2 10631_G_GEN1 10632_G_GEN1 10634_G_GEN1 10759_G_GEN1 10763_G_GBU 10763_G_GEN1 10873_G_GEN1 10873_G_GEN2 10873_G_GEN3 10874_G_GEN4 10874_G_GEN5 10874_G_GEN6 10875_G_GEN7 10875_G_GEN8 10875_G_GEN9 10878_G_EE11 10879_G_GEN1 10879_G_GEN2 10879_G_GEN3 260_G_CT1A 260_G_CT1B 260_G_CT2A 260_G_CT2B 260_G_ST1 260_G_ST2 286_G_U11 286_G_U12 286_G_U13 286_G_U14 286_G_U16 286_G_U17 286_G_U18 286_G_U20 286_G_U5 286_G_U6 286_G_U7 286_G_U8 358_G_MV3A 358_G_MV3B 358_G_MV3C 358_G_MV4A 358_G_MV4B 358_G_MV4C 377_G_1 377_G_2 377_G_8A 377_G_8BC 389_G_2 389_G_2A 389_G_30 389_G_31 389_G_32 399_G_10A 399_G_10B 399_G_5 400_B_1 400_B_2 400_G_10 400_G_11 400_G_12 400_G_13 400_G_14 400_G_15 400_G_16 400_G_8 400_G_9 404_B_1 404_B_2 404_G_4 404_G_5 404_G_6 404_G_7 408_G_6 408_G_7 408_G_8 422_G_GT5 422_G_ST1 50066_G_UNT1 50066_G_UNT2 50134_G_GTAG 50134_G_GTBG 50134_G_GTCG 50134_G_GTDG 50210_G_GEN1 50210_G_GEN2 50216_G_GN91 50216_G_GN92 50216_G_GN93 50216_G_GN94 50216_G_GN95 50216_G_GN96 50388_B_K1 50388_B_K2 50541_G_GEN1 50541_G_ST1 50541_G_ST2 50748_G_GEN1 50748_G_GEN2 50766_G_ITLU1 50766_G_ITLU2 50766_G_OE31 50766_G_OE32 50849_G_GEN1 50849_G_GEN2 50850_G_GEN1 50850_G_GEN2 50851_G_GEN1 50851_G_GEN2 50964_G_IND 50964_G_SYN 510_G_1 52073_G_GEN1 52073_G_GEN2 52073_G_GEN3 52158_G_GEN1 52158_G_GEN2 535_G_1 54038_G_GEN1 54111_G_GE10 54111_G_GE11 54111_G_GE12 54111_G_GE13 54111_G_GEN1 54111_G_GEN14 54111_G_GEN2 54111_G_GEN3 54111_G_GEN4 54111_G_GEN5 54111_G_GEN6 54111_G_GEN7 54111_G_GEN8 54111_G_GEN9 54689_G_1 54689_G_2 54689_G_3 54724_G_OEC21 54724_G_OEC22 54749_G_CTG 54749_G_STG 54996_G_4100 55084_G_GE1 55112_G_CT01 55112_G_CT02 55112_G_ST01 55182_G_STG 55182_G_X718 55182_G_X719 55217_G_CTG1 55217_G_CTG2 55217_G_STG3 55295_G_CT1 55295_G_CT2 55295_G_ST1 55333_G_CTG1 55333_G_CTG2 55333_G_CTG3 55333_G_STG1 55345_G_1-01 55345_G_1-02 55345_G_1-03 55393_G_CTG1 55393_G_CTG2 55393_G_STG1 55400_G_CTG1 55400_G_CTG2 55400_G_STG 55518_G_CTG1 55518_G_CTG2 55518_G_CTG3 55518_G_STG1 55656_G_CT01 55656_G_CT02 55656_G_CT04 55656_G_ST03 55656_G_ST05 55748_G_CAG5 55748_G_CTG1 55748_G_CTG2 55748_G_CTG3 55748_G_CTG4 55933_G_TCC1 55933_G_TPP1 55933_G_TPP2 55970_G_1 55970_G_2 55970_G_3 55983_G_TG51 55984_G_TG21 55985_G_CTG1 55985_G_CTG2 55985_G_STG 56026_G_CTG1 56026_G_CTG2 56026_G_STG 56041_G_M1 56041_G_M2 56041_G_M3 56046_G_1 56046_G_2 56078_G_1 56078_G_2 56078_G_3 56090_G_D190 56298_G_0001 56298_G_0002 56298_G_0003 56356_G_CT1 56356_G_ST1 56467_G_CTG1 56467_G_CTG2 56467_G_STG1 56476_G_A 56476_G_B 56476_G_C 56532_G_A 56532_G_B 56532_G_C 56803_G_1 56803_G_2 56803_G_3 56803_G_4 56832_G_GE1 56832_G_GE2 56832_G_GE3 56832_G_GE4 57122_G_CTG1 57122_G_STG1 57267_G_1 57267_G_2 57267_G_3 57267_G_4 57475_G_HRP1 57482_G_CTG1 57482_G_CTG2 57482_G_CTG3 57482_G_CTG4 57482_G_CTG5 57482_G_CTG6 57482_G_CTG7 57482_G_CTG8 57515_G_GT1 57515_G_GT2 57515_G_GT3 57515_G_GT4 57515_G_GT5 57555_G_CTG1 57555_G_CTG2 57555_G_CTG3 57564_G_CTG 57564_G_STG2 57584_G_NT2 57584_G_ST1 57584_G_STG 57901_G_5 57901_G_6 57901_G_7 57901_G_8 57978_G_CT1 57978_G_ST1 58198_G_GTG1 58198_G_GTG2 58198_G_STG1 6099_G_1 6099_G_2 7266_G_2 7266_G_3 7307_G_4 7307_G_5 7307_G_6 7368_G_1 7368_G_2 7369_G_3 7369_G_4 7527_G_2 7527_G_CCCT 7551_G_CCST 7551_G_CT1A 7551_G_CT1B 7552_G_CCCT 7552_G_CCST 902_G_1 10169_G_GEN1 10169_G_GEN2 377_G_5 55151_G_GEN1 55151_G_GEN2 55151_G_GEN3 55151_G_GEN4 50571_G_GEN1 50831_G_GEN1 10472_B_B300 10387_G_3 10387_G_1A 10748_G_U4J16 6704_G_10 6211_G_GEN1 6704_G_14 10175_G_5083 50632_B_1 10684_B_BLR22 10496_G_GTAG 151_G_1 341_G_CT3 6060_G_4 10110_G_GEN1 50299_G_GEN1 50750_G_GEN1 52169_G_B 57585_G_1 10349_G_GEN1 10156_G_GEN3 399_G_GT14 55510_G_CPP4 55541_G_CTG3 55698_G_HEP1 55810_G_S5 55951_G_AMP1 56232_G_1 7449_G_NA1 246_G_IC1 56135_G_2 56471_G_1 56569_G_2 57001_G_GEN1 57483_G_CTG2 59074_G_EG6B 59557_G_AC2FC 10661_B_4 10052_B_BLR1 50049_B_BLRC 10144_B_BLR3 54238_B_BIOMS1 10601_G_GEN1 10091_G_GEN1 10091_G_G2 57696_G_1 60918_G_00003 50119_G_GENA 56090_G_D182 ;

set Hydro :=
hydro ;

set Wind :=
wind ;

set Solar :=
solar ;

set Vehicle :=
vehicle ;

param SimHours := 48;
param SimDays:= 2;

param HorizonHours := 48;

param regup_margin := 0.010;

param regdown_margin := 0.010;

param cap := 0.500;

param veh_batteryCost := 8.000;

param:	maxcap	mincap	opcost	minup	ramp	st_cost	var_om	fix_om	regcost	:=
286_G_U11	68.0	27.20000000000001	0.002891457982609525	2.0	23.256	1735.52690084482	0.0	100000.0	0.0002891457982609525	
286_G_U12	51.0	20.4	0.02079945380291471	2.0	17.442	1301.6451756336148	0.0	100000.0	0.002079945380291471	
286_G_U13	65.0	26.0	0.010654587888237884	2.0	22.23	1658.9595375722542	0.0	100000.0	0.0010654587888237882	
286_G_U14	60.0	24.0	0.02769180200234815	2.0	20.520000000000003	1531.3472654513116	0.0	100000.0	0.002769180200234816	
286_G_U16	60.0	24.0	0.012785900610706127	2.0	20.520000000000003	1531.3472654513116	0.0	100000.0	0.0012785900610706126	
286_G_U17	60.0	24.0	0.027561152590745555	2.0	20.520000000000003	1531.3472654513116	0.0	100000.0	0.002756115259074556	
286_G_U18	60.0	24.0	0.04559828558473026	2.0	20.520000000000003	1531.3472654513116	0.0	100000.0	0.004559828558473028	
286_G_U20	50.0	20.0	0.009962192295314936	2.0	17.1	1276.1227212094266	0.0	100000.0	0.0009962192295314939	
286_G_U5	45.0	18.0	0.003584109225567983	2.0	15.39	1148.5104490884835	0.0	100000.0	0.0003584109225567983	
286_G_U6	45.0	18.0	0.02919442267344115	2.0	15.39	1148.5104490884835	0.0	100000.0	0.0029194422673441147	
286_G_U7	40.0	16.0	0.002341131424638077	2.0	13.68	1020.8981769675412	0.0	100000.0	0.00023411314246380766	
286_G_U8	40.0	16.0	0.030795110212203724	2.0	13.68	1020.8981769675412	0.0	100000.0	0.003079511021220373	
358_G_MV3A	149.0	59.6	28.043749991533808	4.0	47.382	15211.382836816365	3.6	13170.0	2.804374999153381	
358_G_MV3B	149.0	59.6	28.024042245225424	4.0	47.382	15211.382836816365	3.6	13170.0	2.8024042245225425	
358_G_MV3C	188.0	75.2	28.024742502031607	4.0	59.784	19192.885726989774	3.6	13170.0	2.8024742502031614	
358_G_MV4A	149.0	59.6	28.04380426787765	4.0	47.382	15211.382836816365	3.6	13170.0	2.804380426787765	
358_G_MV4B	149.0	59.6	28.05455128741048	4.0	47.382	15211.382836816365	3.6	13170.0	2.8054551287410487	
358_G_MV4C	188.0	75.2	28.045022628536163	4.0	59.784	19192.885726989774	3.6	13170.0	2.804502262853616	
377_G_1	19.0	7.6	33.5960358535878	4.0	12.140999999999998	1939.706536238328	3.6	13170.0	3.35960358535878	
377_G_2	19.0	7.6	33.595174532692795	4.0	12.140999999999998	1939.706536238328	3.6	13170.0	3.3595174532692798	
377_G_8A	26.0	10.4	33.627196000864885	4.0	16.614	2654.335260115607	3.6	13170.0	3.3627196000864887	
377_G_8BC	46.0	18.4	33.627822566668776	4.0	29.394000000000002	4696.131614050689	3.6	13170.0	3.3627822566668777	
389_G_2	31.0	12.4	31.407384749114126	4.0	19.809	3164.7843485993776	3.6	13170.0	3.140738474911413	
389_G_2A	71.0	28.4	31.435665342036113	4.0	45.369	7248.3770564695415	3.6	13170.0	3.1435665342036114	
389_G_30	52.0	20.8	31.4310716019526	4.0	33.228	5308.670520231214	3.6	13170.0	3.1431071601952603	
389_G_31	45.0	18.0	31.39661821647404	4.0	28.755	4594.041796353935	3.6	13170.0	3.1396618216474037	
389_G_32	45.0	18.0	31.434175546073757	4.0	28.755	4594.041796353935	3.6	13170.0	3.1434175546073755	
399_G_10A	72.0	28.8	39.86295543262109	4.0	46.008	7350.466874166296	3.6	13170.0	3.986295543262109	
399_G_10B	72.0	28.8	39.8489331200948	4.0	46.008	7350.466874166296	3.6	13170.0	3.98489331200948	
399_G_5	56.0	22.4	39.88694595545414	4.0	35.784	5717.02979101823	3.6	13170.0	3.9886945955454136	
400_B_1	222.0	88.80000000000004	42.06808767760486	7.0	51.282	22663.939528679413	4.47	37800.0	4.206808767760487	
400_B_2	222.0	88.80000000000004	42.019480212948	7.0	51.282	22663.939528679413	4.47	37800.0	4.2019480212948	
400_G_10	157.5	63.0	27.26776612014443	4.0	50.085	16079.146287238773	3.6	13170.0	2.726776612014443	
400_G_11	96.3	38.52	50.513620882046176	2.0	32.9346	2457.8123610493553	15.45	7340.0	9999.0	
400_G_12	96.3	38.52	50.49633254168444	2.0	32.9346	2457.8123610493553	15.45	7340.0	9999.0	
400_G_13	96.3	38.52	50.530640097409496	2.0	32.9346	2457.8123610493553	15.45	7340.0	9999.0	
400_G_14	96.3	38.52	50.53804936483136	2.0	32.9346	2457.8123610493553	15.45	7340.0	9999.0	
400_G_15	96.3	38.52	50.501465520872365	2.0	32.9346	2457.8123610493553	15.45	7340.0	9999.0	
400_G_16	96.3	38.52	50.51816454718816	2.0	32.9346	2457.8123610493553	15.45	7340.0	9999.0	
400_G_8	235.0	94.0	27.260082489679984	4.0	74.73	23991.107158737217	3.6	13170.0	2.7260082489679984	
400_G_9	157.5	63.0	27.26827984303091	4.0	50.085	16079.146287238773	3.6	13170.0	2.7268279843030907	
404_B_1	111.8	44.72	44.11699743119164	7.0	25.8258	11413.64161849711	4.47	37800.0	4.411699743119164	
404_B_2	156.3	62.52000000000001	43.702500384431836	7.0	36.10530000000001	15956.638506002668	4.47	37800.0	4.370250038443183	
404_G_4	204.0	81.60000000000002	26.6134080899124	4.0	64.872	20826.32281013784	3.6	13170.0	2.6613408089912403	
404_G_5	102.0	40.8	26.60539991837268	4.0	32.436	10413.16140506892	3.6	13170.0	2.6605399918372683	
404_G_6	102.0	40.8	50.5159478585829	2.0	34.884	2603.2903512672297	15.45	7340.0	9999.0	
404_G_7	102.0	40.8	50.49540967024446	2.0	34.884	2603.2903512672297	15.45	7340.0	9999.0	
408_G_6	156.0	62.40000000000001	27.726193490191694	4.0	49.608000000000004	15926.011560693645	3.6	13170.0	2.7726193490191693	
408_G_7	156.0	62.40000000000001	27.75239339451138	4.0	49.608000000000004	15926.011560693645	3.6	13170.0	2.7752393394511383	
408_G_8	201.0	80.4	27.72386520102386	4.0	63.918	20520.053357047567	3.6	13170.0	2.772386520102386	
422_G_GT5	68.0	27.20000000000001	26.601981716817843	4.0	43.452	6942.10760337928	3.6	13170.0	2.660198171681784	
422_G_ST1	16.0	6.4	26.595629872254023	4.0	10.224	1633.4370831480658	3.6	13170.0	2.6595629872254034	
50066_G_UNT1	50.0	20.0	0.03030703282784789	2.0	17.1	1276.1227212094266	0.0	100000.0	0.0030307032827847896	
50066_G_UNT2	50.0	20.0	0.04472881888060543	2.0	17.1	1276.1227212094266	0.0	100000.0	0.004472881888060542	
50134_G_GTAG	75.0	30.0	43.85561368407417	2.0	25.65	1914.1840818141395	15.45	7340.0	9999.0	
50134_G_GTBG	75.0	30.0	43.862187738365	2.0	25.65	1914.1840818141395	15.45	7340.0	9999.0	
50134_G_GTCG	75.0	30.0	43.859343199138834	2.0	25.65	1914.1840818141395	15.45	7340.0	9999.0	
50134_G_GTDG	75.0	30.0	43.84136147059861	2.0	25.65	1914.1840818141395	15.45	7340.0	9999.0	
50210_G_GEN1	23.5	9.4	0.02153570518433549	2.0	8.037	599.7776789684305	0.0	100000.0	0.0021535705184335496	
50210_G_GEN2	6.0	2.4000000000000004	0.017519511851640412	2.0	2.052	153.13472654513114	0.0	100000.0	0.0017519511851640413	
50216_G_GN91	82.0	32.800000000000004	34.37718236720343	4.0	52.398	8371.365051133835	3.6	13170.0	3.437718236720343	
50216_G_GN92	82.0	32.800000000000004	34.41988562992075	4.0	52.398	8371.365051133835	3.6	13170.0	3.441988562992075	
50216_G_GN93	82.0	32.800000000000004	34.37391707550182	4.0	52.398	8371.365051133835	3.6	13170.0	3.4373917075501823	
50216_G_GN94	82.0	32.800000000000004	34.39084897127566	4.0	52.398	8371.365051133835	3.6	13170.0	3.4390848971275663	
50216_G_GN95	35.0	14.0	34.38903787563847	4.0	22.365	3573.143619386393	3.6	13170.0	3.438903787563848	
